short_description,category
"4. Lake Tekapo, New Zealand Mt John Observatory ticks all the boxes ― it’s located in the world’s largest dark sky reserve",TRAVEL
"It seems a little silly, I know, making a ceremonial occasion on an x-ray scanner in a bustling airport, but it was oddly moving too -- a moment of humanity in the middle of a dehumanizing process.",TRAVEL
"The senator’s Republican colleagues, however, were not nearly as forceful in their responses to questions on the same topic.",POLITICS
A 1999 interview shows just how much he's flip-flopped on key issues.,POLITICS
Jon McNaughton's latest effort brings out Twitter's art critics.,POLITICS
I Heart Organizing This organizing expert raises the bar on organizing experts by maintaining a perfect home despite a big,HOME & LIVING
"Ceiling fans. The tops of ceiling fan blades are so overlooked that a thick layer of dust, resembling mold on ripe fruit",HOME & LIVING
"When one game contains a successful ""miracle"" and a completed ""Hail Mary"" then you know it was a lot of fun. Young sent the",SPORTS
"HPT: How's it going so far? RR: We've only done one so far, and we had five riders and myself. It was a good crowd, and that",TRAVEL
PARIS (Reuters) - Substitute Eder scored in extra-time to give Portugal a 1-0 win over hosts France in the Euro 2016 final,SPORTS
A look inside Graceland to celebrate The King’s birthday.,HOME & LIVING
Experts say that it's likely he'll appear in future ISIS recruitment materials.,POLITICS
We could be here for a minute.,POLITICS
"Simmons implied no one he respects still works at ESPN, then remembered many of his friends do.",SPORTS
How genius is this?,HOME & LIVING
"Confrontations over development on the tribe's sacred land have grown increasingly tense, with clashes and arrests.",POLITICS
"'Tis the season to slip on a sweater, tour wine country and taste just-released reds and whites. To help guide the oenological pursuits of others, I polled a few of my fellow travel junkies on where to find the best hotels and resorts in wine country.",TRAVEL
"The U.S. has acknowledged Taiwan as a part of ""one China"" since 1979.",POLITICS
A lot of us make this mistake!,HOME & LIVING
"And is that really a banana peel on the chandelier? 9) Don't focus on a piece of furniture, no matter how nice it is. If",HOME & LIVING
"'Like I drink coffee at a coffee table anyway,' she said. It started with coffee tables. I had been working on a design project",HOME & LIVING
"3. Tenafly, NJ 2. Ladera Ranch, CA 17. Highlands Ranch, CO 12. Wilton, CT Have something to say? Check out HuffPost Home",HOME & LIVING
A new true-crime docuseries and Nickelodeon family show are also trending.,HOME & LIVING
"Only in Paris can you find Le Petit Fumer, a shop which specializes in ""la cigarette electronique."" If you fell in love with",TRAVEL
WE ARE NOT WORTHY!,SPORTS
"Seriously, Bros?",SPORTS
Roger Bannister made headlines around the world at 25 when he ran a mile in 3 minutes and 59.4 seconds.,SPORTS
The key to enjoying your vacation is to avoid the impulse to respond to every e-mail the second it arrives.,TRAVEL
How To Make It 1. Paint your tray. (You can leave the tray surface uncovered because that is where the decorative paper will,HOME & LIVING
"Every workplace, no matter how stylish, is plagued with the eyesore that is ""office furniture."" And our newsroom was no exception",HOME & LIVING
"Have something to say? Be sure to check out Stylelist Home on Twitter, Facebook and Pinterest. Photo by Kierste W. of Brown",HOME & LIVING
And that's why you always leave a note.,SPORTS
Technology has transformed the backpacking culture such that friends are kept updated to the minute of what their traveling buddies are doing half way around the world.,TRAVEL
He was later arrested by the NYPD.,SPORTS
"This eclectic mix of designer and non-designer vintage home finds caught my discerning eye because of their uniqueness, contemporary",HOME & LIVING
"The officer's actions didn't ""conform to the expectations held by the public,"" she said.",SPORTS
"A cross-country road trip is on the bucket list of most Americans. While we have some incredible sights and landmarks across the country, half the fun of going on road trips these days is sharing the experience with friends and family!",TRAVEL
"David Wise retained his ski halfpipe Olympic gold medal, while Alex Ferreira took silver.",SPORTS
"After yet another deadly shooting, this time at a Planned Parenthood, right-wing politicians refuse to let up",POLITICS
"Have something to say? Check out HuffPost Home on Twitter, Facebook, Pinterest, Tumblr and Instagram. In case you haven't",HOME & LIVING
"So many places to see, so little time. To help make planning a great escape in the new year more breezy and less run-of-the-mill, a few travel bloggers and I chime in on the destinations that top our 2013 travel bucket lists.",TRAVEL
"Here, you'll find average annual temperatures of 74 degrees, and more than 100 islands stretched over 435 miles of ocean.",TRAVEL
"Male agent: ""Pretty much...yes."" Woman: ""Let me get this straight. This is retaliatory for my attitude. This is not making",TRAVEL
"Matt Mitrione said he suffered a broken orbital bone, resulting in the frighting swelling.",SPORTS
"""It can give you the chills sometimes,"" he said of his decades covering the NBA.",SPORTS
"“They’re very spectacular. They’re fun to watch. There’s no question about it,” Bryant added, as he talked about this ""Lob",SPORTS
See the complete list of the World's Most Amazing Hikes Related Content from The Active Times: 12 Sweet Spring Hikes: Wildflowers,TRAVEL
"It's the Senate's job to act on nominees, says David Jolly.",POLITICS
"Then I headed over to The Waterfall Gardens at The Palazzo for their fabulous fantasy display. Their horticulturists have managed to create an amazing scene, complete with ice branches, glittering trees, and hand-crafted peacock statues.",TRAVEL
Cris Collinsworth remembers the wind knifing his bones when he moved from the Bengals' locker room to the artificial turf,SPORTS
"My five days in Prague with the purpose of visiting my daughter, Nell, on her junior semester abroad have been delightful. It is a destination celebrated as the new Paris, an edgy and exciting destination with much to do and see.",TRAVEL
"Girls rip just as hard as guys, so it only makes sense that we cover the hottest women's gear, too. Here's what she named best of best in women's gear for next season. No better time than the present to get ready!",TRAVEL
"Between young kids, pets in need of housebreaking, and our own klutziness, rarely does a day go by when we don't find ourselves",HOME & LIVING
Do you have a home story idea or tip? Email us at homesubmissions@huffingtonpost.com. (PR pitches sent to this address will,HOME & LIVING
WASHINGTON -- Jon Stewart learned a new reason Wednesday to respect the heroes of 9/11 who have spent years lobbying Congress,POLITICS
"Who doesn't want silky, smooth, deliciously touch-me-now skin? (We sure do!). That's why we're slightly obsessed with the",HOME & LIVING
"With over 25,000 restaurants and bars in New York City, it isn't easy to navigate the dining landscape in the city that never sleeps. We asked the industry pros where they go. Here are restaurants and bars that chefs, bartenders and sommeliers recommend visiting.",TRAVEL
"""If you can't beat 'em, join 'em,"" Clinton said, in a pretty obvious nod to the Russians.",POLITICS
